A,A556-KSCHL,SOrg,DC,A556-KNUMA,Agreement Description,MG5,Material group 5 Description,A556-DATAB,A556-DATBI,  % * 10,Licensor #,Licensor Name
V,ZRSA,SYCF,1,1113,Royalty % Licensr1,PFV,POOCHINI & TIEGREEN - VILLA DE LA LUNA,4/1/2015,12/31/9999,-75,500053,Tiegreen LTD
V,ZRSA,SYCF,1,1113,Royalty % Licensr1,PFP,POOCHINI & TIEGREEN - PISTOULET,4/1/2015,12/31/9999,-75,500053,Tiegreen LTD
V,ZRSA,SYCF,1,1114,Royalty % Licensr1,PC5,TRIDENT DESIGN (PITZO PIZZA CUTTER),4/1/2015,12/31/9999,-75,500054,Trident Design LLC
V,ZRSA,SYCF,1,1114,Royalty % Licensr1,PC3,DO NOT USE - USE MG5 PC5,4/1/2015,12/31/9999,-75,500054,Trident Design LLC
V,ZRSA,SYCF,1,1116,Royalty % Licensr1,VPT,VASCONIA PERFECT TEARS - DO NOT USE,4/1/2015,12/31/9999,-75,500056,Grupo Vasconia
V,ZRSA,SYCF,1,1116,Royalty % Licensr1,EKC,"Ekco, SAB (Vasconia)",4/1/2015,12/31/9999,-75,500056,Grupo Vasconia
V,ZRSA,SYCF,1,1117,Royalty % Licensr1,WDM,DO NOT USE - USE MG5 WAV,4/1/2015,12/31/9999,-75,500057,Wild Apple Graphics
V,ZRSA,SYCF,1,1117,Royalty % Licensr1,WVR,DO NOT USE - USE MG5 WAV,4/1/2015,12/31/9999,-75,500057,Wild Apple Graphics
V,ZRSA,SYCF,1,1117,Royalty % Licensr1,WVM,DO NOT USE - USE MG5 WAV,4/1/2015,12/31/9999,-75,500057,Wild Apple Graphics
V,ZRSA,SYCF,1,1117,Royalty % Licensr1,WDR,DO NOT USE - USE MG5 WAV,4/1/2015,12/31/9999,-75,500057,Wild Apple Graphics
V,ZRSA,SYCF,1,1117,Royalty % Licensr1,WAV,LTB-WILD APPLE,4/1/2015,12/31/9999,-75,500057,Wild Apple Graphics
V,ZRSA,SYCF,1,1117,Royalty % Licensr1,WAM,DO NOT USE - USE MG5 WAV,4/1/2015,12/31/9999,-75,500057,Wild Apple Graphics
V,ZRSA,SYCF,1,1117,Royalty % Licensr1,VJN,DO NOT USE - USE MG5 WAV,4/1/2015,12/31/9999,-75,500057,Wild Apple Graphics
V,ZRSA,SYCF,1,1117,Royalty % Licensr1,PSR,DO NOT USE - USE MG5 WAV,4/1/2015,12/31/9999,-75,500057,Wild Apple Graphics
V,ZRSA,SYCF,1,1117,Royalty % Licensr1,PSM,DO NOT USE - USE MG5 WAV,4/1/2015,12/31/9999,-75,500057,Wild Apple Graphics
V,ZRSA,SYCF,1,1117,Royalty % Licensr1,PEM,DO NOT USE - USE MG5 WAV,4/1/2015,12/31/9999,-75,500057,Wild Apple Graphics
V,ZRSA,SYCF,1,1117,Royalty % Licensr1,PAR,DO NOT USE - USE MG5 WAV,4/1/2015,12/31/9999,-75,500057,Wild Apple Graphics
V,ZRSA,SYCF,1,1117,Royalty % Licensr1,LIS,LISA AUDIT-WILD APPLE GRPHCS- EXPIRED,4/1/2015,12/31/9999,-75,500057,Wild Apple Graphics
V,ZRSA,SYCF,1,1117,Royalty % Licensr1,LIM,DO NOT USE - USE MG5 WAV,4/1/2015,12/31/9999,-75,500057,Wild Apple Graphics
V,ZRSA,SYCF,1,1117,Royalty % Licensr1,AVM,DO NOT USE - USE MG5 WAV,4/1/2015,12/31/9999,-75,500057,Wild Apple Graphics
V,ZRSA,SYCF,1,1117,Royalty % Licensr1,AVE,DO NOT USE - USE MG5 WAV,4/1/2015,12/31/9999,-75,500057,Wild Apple Graphics
V,ZRSA,SYCF,1,1117,Royalty % Licensr1,ATR,DO NOT USE - USE MG5 WAV,4/1/2015,12/31/9999,-75,500057,Wild Apple Graphics
V,ZRSA,SYCF,1,1117,Royalty % Licensr1,ATM,DO NOT USE - USE MG5 WAV,4/1/2015,12/31/9999,-75,500057,Wild Apple Graphics
V,ZRSA,SYCF,1,1152,Royalty % Licensr1,JCD,J. CHILLIN DESIGN 5%,4/1/2015,12/31/9999,-50,500147,J. Chillin Design LLC
V,ZRSA,SYCF,1,1118,Royalty % Licensr1,REO,REO BRAND (WORLD HUNGER YEAR),4/1/2015,12/31/9999,-75,500133,"WORLD HUNGER YEAR, INC"
V,ZRSA,SYCF,1,1120,Royalty % Licensr1,TCP,TUNA CAN PRESS (ZACHARY HUGHS),4/1/2015,12/31/9999,-75,500058,Zachary Hughs
V,ZRSA,SYCF,1,1124,Royalty % Licensr1,AMJ,GREEN SNOW - RETAIL,4/1/2015,12/31/9999,-50,500118,Angus McArthur & John Green
V,ZRSA,SYCF,1,1125,Royalty % Licensr1,ARD,ARTORI DESIGN 7%,4/1/2015,12/31/9999,-50,500158,Artori Design
V,ZRSA,SYCF,1,1164,Royalty % Licensr1,JGD,JULIE GAILLARD DESIGN 8%,4/1/2015,12/31/9999,-50,500163,Julie Gaillard Design
V,ZRSA,SYCF,1,1172,Royalty % Licensr1,RSR,R. SWINTON - TRAIN-STYLED CUPCAKE BAKING,4/1/2015,12/31/9999,-50,500127,Robert D Swinton
V,ZRSA,SYCF,1,1176,Royalty % Licensr1,SL1,STUDIO LEVIEN 5%,4/1/2015,12/31/9999,-50,500162,Studio Levien
V,ZRSA,SYCF,1,1180,Royalty % Licensr1,SSS,THIRD PRIME (SKULL SHAPED SUGAR SHAKER),4/1/2015,12/31/9999,-50,500128,Third Prime  LLC
V,ZRSA,SYCF,1,1180,Royalty % Licensr1,CDD,THIRD PRIME (CLEAN-DIRTY SIGN),4/1/2015,12/31/9999,-50,500128,Third Prime  LLC
V,ZRSA,SYUS,1,1184,Royalty % Licensr1,FHR,DO NOT USE - USE MG5 FHA,4/1/2015,12/31/9999,-75,500178,"Food Huggers, Inc."
V,ZRSA,SYUS,1,1184,Royalty % Licensr1,FHK,FOOD HUG RTL KA 3%,4/1/2015,12/31/9999,-75,500178,"Food Huggers, Inc."
V,ZRSA,SYUS,1,1184,Royalty % Licensr1,FHA,FOOD HUG RTL IN ALL CNTRY NON KA 3.5%,4/1/2015,12/31/9999,-75,500178,"Food Huggers, Inc."
V,ZRSA,SYUS,1,1185,Royalty % Licensr1,MHL,Marinating-Season Stick Retail < 2.99,4/1/2015,12/31/9999,-75,500179,"Television Food Network, G.P."
V,ZRSA,SYUS,1,1185,Royalty % Licensr1,MHG,Marinating-Season Stick Retail > 2.99,4/1/2015,12/31/9999,-75,500179,"Television Food Network, G.P."
V,ZRSA,SYUS,1,1185,Royalty % Licensr1,DAL,PRODUCE FRESHES-RETAIL<2.99,4/1/2015,12/31/9999,-75,500179,"Television Food Network, G.P."
V,ZRSA,SYUS,1,1185,Royalty % Licensr1,DAG,PRODUCE FRESHES-RETAIL > 2.99,4/1/2015,12/31/9999,-75,500179,"Television Food Network, G.P."
V,ZRSA,SYUS,1,1186,Royalty % Licensr1,199,KATIE ALICE,4/1/2015,12/31/9999,-75,500180,Katie Alice
V,ZRSA,SYUS,1,1187,Royalty % Licensr1,KPR,KIM PARKER RTL 5%,4/1/2015,12/31/9999,-75,500181,Kim Parker
V,ZRSA,SYUS,1,1188,Royalty % Licensr1,SMD,SABATIER BRAND WITH 2% MYDESIGN GROUP,4/1/2015,12/31/9999,-75,500182,"Mydesign Group, Inc."
V,ZRSA,SYUS,1,1188,Royalty % Licensr1,MD1,MYDESIGN GROUP W SIGNATURE MUG HANDLE 1%,4/1/2015,12/31/9999,-75,500182,"Mydesign Group, Inc."
V,ZRSA,SYUS,1,1188,Royalty % Licensr1,MD3,MYDESIGN SAVORA & BUILT 3%,4/1/2015,12/31/9999,-75,500182,"Mydesign Group, Inc."
V,ZRSA,SYUS,1,1188,Royalty % Licensr1,MDG,MYDESIGNS CUTLERY AND CUTTING BOARD 2%,4/1/2015,12/31/9999,-75,500182,"Mydesign Group, Inc."
V,ZRSA,SYUS,1,1189,Royalty % Licensr1,FAL,AWESOME WRENCH BOTTLE OPEN 5%,4/1/2015,12/31/9999,-50,500184,Awesome LLC
V,ZRSA,SYUS,1,1191,Royalty % Licensr1,FLR,LUFDESIG RAINY DAY ICE TRAY 5%,4/1/2015,12/31/9999,-50,500186,Lufdesign
V,ZRSA,SYUS,1,1194,Royalty % Licensr1,FSW,S WOLFE TITANIC DOORSTOP 5%,4/1/2015,12/31/9999,-50,500189,Stephen Wolfe
V,ZRSA,SYUS,1,1195,Royalty % Licensr1,JCK,JC FOLDING SPLATTER SCREEN KA 2%,4/1/2015,12/31/9999,-75,500142,G. JACKSON CONCEPTS LLC
V,ZRSA,SYUS,1,1195,Royalty % Licensr1,JCA,JC FOLDING SPLATTER SCREEN NON KA 3%,4/1/2015,12/31/9999,-75,500142,G. JACKSON CONCEPTS LLC
V,ZRSA,SYCF,1,1198,Royalty % Licensr1,FHR,DO NOT USE - USE MG5 FHA,4/1/2015,12/31/9999,-75,500178,"Food Huggers, Inc."
V,ZRSA,SYCF,1,1198,Royalty % Licensr1,FHK,FOOD HUG RTL KA 3%,4/1/2015,12/31/9999,-75,500178,"Food Huggers, Inc."
V,ZRSA,SYCF,1,1198,Royalty % Licensr1,FHA,FOOD HUG RTL IN ALL CNTRY NON KA 3.5%,4/1/2015,12/31/9999,-75,500178,"Food Huggers, Inc."
V,ZRSA,SYUS,1,1199,Royalty % Licensr1,MHL,Marinating-Season Stick Retail < 2.99,4/1/2015,12/31/9999,-75,500179,"Television Food Network, G.P."
V,ZRSA,SYUS,1,1199,Royalty % Licensr1,MHG,Marinating-Season Stick Retail > 2.99,4/1/2015,12/31/9999,-75,500179,"Television Food Network, G.P."
V,ZRSA,SYUS,1,1199,Royalty % Licensr1,DAL,PRODUCE FRESHES-RETAIL<2.99,4/1/2015,12/31/9999,-75,500179,"Television Food Network, G.P."
V,ZRSA,SYUS,1,1199,Royalty % Licensr1,DAG,PRODUCE FRESHES-RETAIL > 2.99,4/1/2015,12/31/9999,-75,500179,"Television Food Network, G.P."
V,ZRSA,SYCF,1,1200,Royalty % Licensr1,199,KATIE ALICE,4/1/2015,12/31/9999,-75,500180,Katie Alice
V,ZRSA,SYCF,1,1204,Royalty % Licensr1,FFP,FUN PLASTIC TUGBOAT DWARE 6%,4/1/2015,12/31/9999,-50,500185,Funtastic Plastic
V,ZRSA,SYCF,1,1206,Royalty % Licensr1,PFM,P LUM MUSTACHE CHOPSTICK 5%,4/1/2015,12/31/9999,-50,500187,Patrick Lum
V,ZRSA,SYCF,1,949,Royalty % Licensr1,AFR,DO NOT USE - USE MG5 AAP,4/1/2015,12/31/9999,-75,500001,AppleJack Art Partnets Inc
V,ZRSA,SYCF,1,949,Royalty % Licensr1,AFM,DO NOT USE - USE MG5 AAP,4/1/2015,12/31/9999,-75,500001,AppleJack Art Partnets Inc
V,ZRSA,SYCF,1,949,Royalty % Licensr1,AFC,DO NOT USE - USE MG5 AAP,4/1/2015,12/31/9999,-75,500001,AppleJack Art Partnets Inc
V,ZRSA,SYCF,1,949,Royalty % Licensr1,AAP,LTB-ART LICENSING(FORMERLYAPPLEJACK ART),4/1/2015,12/31/9999,-75,500001,AppleJack Art Partnets Inc
V,ZRSA,SYCF,1,949,Royalty % Licensr1,AAM,DO NOT USE - USE MG5 AAP,4/1/2015,12/31/9999,-75,500001,AppleJack Art Partnets Inc
V,ZRSA,SYCF,1,949,Royalty % Licensr1,AAC,DO NOT USE - USE MG5 AAP,4/1/2015,12/31/9999,-75,500001,AppleJack Art Partnets Inc
V,ZRSA,SYCF,1,952,Royalty % Licensr1,CAR,TERRIFIC TUNA CAN OPENER,4/1/2015,12/31/9999,-75,500004,C.A.S Concepts  LLC
V,ZRSA,SYCF,1,953,Royalty % Licensr1,CAT,CATANNA LLC CUTLERY CUP NON KITCHENAD 5%,4/1/2015,12/31/9999,-75,500167,Catanna LLC
V,ZRSA,SYCF,1,953,Royalty % Licensr1,CAK,CATANNA LLC CUTLERY CUP KITCHENAID 3%,4/1/2015,12/31/9999,-75,500167,Catanna LLC
V,ZRSA,SYCF,1,954,Royalty % Licensr1,CYW,Snap Hook (Snap N Hang),4/1/2015,12/31/9999,-75,500005,Chiao Ying Wen
V,ZRSA,SYCF,1,954,Royalty % Licensr1,CYK,SNAP HOOK KA BRANDED,4/1/2015,12/31/9999,-75,500005,Chiao Ying Wen
V,ZRSA,SYCF,1,955,Royalty % Licensr1,KAS,CHIKARA TATENO (AVOCADO SLICER ) & KA,4/1/2015,12/31/9999,-75,500006,Chikara Tateno
V,ZRSA,SYCF,1,955,Royalty % Licensr1,ASC,AVOCADO SLICER - CHIKARA TATENO,4/1/2015,12/31/9999,-75,500006,Chikara Tateno
V,ZRSA,SYCF,1,957,Royalty % Licensr1,CO3,COZZOLINO STUDIO SAVORA & BUILT 3%,4/1/2015,12/31/9999,-75,500119,Cozzolino Studio  LLC
V,ZRSA,SYUS,1,957,Royalty % Licensr1,SC1,SABATIER 2% COZZOLINO DESIGN,4/1/2015,12/31/9999,-75,500119,Cozzolino Studio  LLC
V,ZRSA,SYCF,1,957,Royalty % Licensr1,CSR,DO NOT USE - USE MG5 CS3,4/1/2015,12/31/9999,-75,500119,Cozzolino Studio  LLC
V,ZRSA,SYCF,1,957,Royalty % Licensr1,CSB,DO NOT USE - USE MG5 CS3,4/1/2015,12/31/9999,-75,500119,Cozzolino Studio  LLC
V,ZRSA,SYCF,1,958,Royalty % Licensr1,CGD,CUISINART 5% TRASHCAN,4/1/2015,12/31/9999,-75,500008,Conair
V,ZRSA,SYCF,1,958,Royalty % Licensr1,CUB,CUISINART-CUTTING BOARDS-LICENSE EXPIRED,4/1/2015,12/31/9999,-75,500008,Conair
V,ZRSA,SYCF,1,958,Royalty % Licensr1,CPW,CUISINART PANTRYWARE,4/1/2015,12/31/9999,-75,500008,Conair
V,ZRSA,SYCF,1,958,Royalty % Licensr1,CPT,CUISINART PERFECT TEAR,4/1/2015,12/31/9999,-75,500008,Conair
V,ZRSA,SYCF,1,958,Royalty % Licensr1,CHY,cuisinart hydration,4/1/2015,12/31/9999,-75,500008,Conair
V,ZRSA,SYCF,1,958,Royalty % Licensr1,CEN,EDISON NATION (PRESSIX) - CUISINART,4/1/2015,12/31/9999,-75,500008,Conair
V,ZRSA,SYCF,1,960,Royalty % Licensr1,CEI,CULINARY EXPRESSIONS - KITCHEN GADGETS,4/1/2015,12/31/9999,-75,500132,CULINARY EXPRESSIONS INC
V,ZRSA,SYCF,1,962,Royalty % Licensr1,CUR,CURTIS LICENSING 2%,4/1/2015,12/31/9999,-75,500172,Curtis Licensing
V,ZRSA,SYCF,1,963,Royalty % Licensr1,DRR,DO NOT USE - USE MG5 DFB,4/1/2015,12/31/9999,-75,500009,Daniel Greenberg design LLC
V,ZRSA,SYCF,1,963,Royalty % Licensr1,DRK,DO NOT USE - USE MG5 DFB,4/1/2015,12/31/9999,-75,500009,Daniel Greenberg design LLC
V,ZRSA,SYCF,1,963,Royalty % Licensr1,DRA,D GREENBERG REDUCED 1.5%,4/1/2015,12/31/9999,-75,500009,Daniel Greenberg design LLC
V,ZRSA,SYCF,1,963,Royalty % Licensr1,DKC,DANIEL GREENBERG-KA OR CUISINART,4/1/2015,12/31/9999,-75,500009,Daniel Greenberg design LLC
V,ZRSA,SYCF,1,963,Royalty % Licensr1,DGR,DANIEL GREENBERG-NON KA OR CUISINART,4/1/2015,12/31/9999,-75,500009,Daniel Greenberg design LLC
V,ZRSA,SYCF,1,963,Royalty % Licensr1,DFB,FARBERWARE & DAN GREENBERG,4/1/2015,12/31/9999,-75,500009,Daniel Greenberg design LLC
V,ZRSA,SYUS,1,1223,Royalty % Licensr1,FD1,FRUITSUPER DESIGN LLC 5%,4/1/2015,12/31/9999,-50,500197,Fruitsuper Design LLC
V,ZRSA,SYCF,1,966,Royalty % Licensr1,DAL,PRODUCE FRESHES-RETAIL<2.99,4/1/2015,12/31/9999,-75,500011,Design Accents LLC
V,ZRSA,SYCF,1,966,Royalty % Licensr1,DAG,PRODUCE FRESHES-RETAIL > 2.99,4/1/2015,12/31/9999,-75,500011,Design Accents LLC
V,ZRSA,SYCF,1,967,Royalty % Licensr1,BOD,dinah body,4/1/2015,12/31/9999,-75,500012,Dinah Body
V,ZRSA,SYCF,1,1224,Royalty % Licensr1,FD1,FRUITSUPER DESIGN LLC 5%,4/1/2015,12/31/9999,-50,500197,Fruitsuper Design LLC
V,ZRSA,SYCF,1,973,Royalty % Licensr1,MFR,DO NOT USE - USE MG5 MFM,4/1/2015,12/31/9999,-75,500157,Museum of Fine Arts
V,ZRSA,SYCF,1,973,Royalty % Licensr1,MFM,MUSEUM OF FINE ARTS BOSTON,4/1/2015,12/31/9999,-75,500157,Museum of Fine Arts
V,ZRSA,SYUS,1,1225,Royalty % Licensr1,ST1,SEBASTIANO TOSI,4/1/2015,12/31/9999,-50,500199,Sebastiano Tosi
V,ZRSA,SYCF,1,980,Royalty % Licensr1,KAH,KITCHENAID-HANTOVER EMPTY BLOCKS,4/1/2015,12/31/9999,-75,500021,Hantover
V,ZRSA,SYCF,1,980,Royalty % Licensr1,HAT,DO NOT USE - USE MG5 HAE,4/1/2015,12/31/9999,-75,500021,Hantover
V,ZRSA,SYCF,1,980,Royalty % Licensr1,HAE,HANTOVER - EMPTY BLOCKS,4/1/2015,12/31/9999,-75,500021,Hantover
V,ZRSA,SYCF,1,989,Royalty % Licensr1,JKM,DO NOT USE - USE MG5 JKD,4/1/2015,12/31/9999,-75,500025,Jen Killeen
V,ZRSA,SYCF,1,989,Royalty % Licensr1,JKD,Jen Killeen Designs,4/1/2015,12/31/9999,-75,500025,Jen Killeen
V,ZRSA,SYCF,1,1091,Royalty % Licensr1,NSG,Neil Snow Globes,4/1/2015,12/31/9999,-75,500037,Neil Enterprise
V,ZRSA,SYCF,1,1104,Royalty % Licensr1,SMD,SABATIER BRAND WITH 2% MYDESIGN GROUP,4/1/2015,5/31/2015,-0.5,500044,Sabatier
V,ZRSA,SYCF,1,1104,Royalty % Licensr1,SAB,LTB-SABATIER-ROUSSELON FRERES,4/1/2015,5/31/2015,-0.5,500044,Sabatier
V,ZRSA,SYCF,1,1104,Royalty % Licensr1,228,CT SABATIER,4/1/2015,5/31/2015,-0.5,500044,Sabatier
V,ZRSA,SYCF,1,1104,Royalty % Licensr1,SAB,LTB-SABATIER-ROUSSELON FRERES,6/1/2015,12/31/9999,-50,500044,Sabatier
V,ZRSA,SYCF,1,1228,Royalty % Licensr1,ST1,SEBASTIANO TOSI,4/1/2015,12/31/9999,-50,500199,Sebastiano Tosi
V,ZRSA,SYCF,1,1227,Royalty % Licensr1,JW1,JOSCHA WEIAND,4/1/2015,12/31/9999,-50,500198,Joscha Weiand
V,ZRSA,SYUS,1,1192,Royalty % Licensr1,PFM,P LUM MUSTACHE CHOPSTICK 5%,4/1/2015,12/31/9999,-50,500187,Patrick Lum
V,ZRSA,SYUS,1,1193,Royalty % Licensr1,FRS,RDL INTL STRAW WINE AERATOR 3%,4/1/2015,12/31/9999,-50,500188,RDL International
V,ZRSA,SYUS,1,1193,Royalty % Licensr1,FRP,RDL INTL PUZZLE PEPPER GRINDER 4%,4/1/2015,12/31/9999,-50,500188,RDL International
V,ZRSA,SYCF,1,1104,Royalty % Licensr1,SC1,SABATIER 2% COZZOLINO DESIGN,6/1/2015,12/31/9999,-50,500044,Sabatier
V,ZRSA,SYCF,1,1104,Royalty % Licensr1,SMD,SABATIER BRAND WITH 2% MYDESIGN GROUP,6/1/2015,12/31/9999,-50,500044,Sabatier
V,ZRSA,SYCF,1,1104,Royalty % Licensr1,228,CT SABATIER,6/1/2015,12/31/9999,-50,500044,Sabatier
V,ZRSA,SYUS,1,1104,Royalty % Licensr1,SC1,SABATIER 2% COZZOLINO DESIGN,4/1/2015,12/31/9999,-0.5,500044,Sabatier
V,ZRSA,SYCF,1,1104,Royalty % Licensr1,SA1,SABATIER DISHRACKS -2%,4/1/2015,12/31/9999,-50,500044,Sabatier
V,ZRSA,SYCF,1,1115,Royalty % Licensr1,SPM,DO NOT USE - USE MG5 SAP,4/1/2015,12/31/9999,-75,500055,TSB Sapna
V,ZRSA,SYCF,1,1115,Royalty % Licensr1,SAP,TSB & Company Sapna,4/1/2015,12/31/9999,-75,500055,TSB Sapna
V,ZRSA,SYCF,1,1119,Royalty % Licensr1,YTZ,YUM TOOLS ZEELER PRODUCTS 8%,4/1/2015,12/31/9999,-75,500149,"Yum Tools, LLC"
V,ZRSA,SYCF,1,1119,Royalty % Licensr1,YTR,YUM TOOLS ZEELER REPLACEMENT BLADE 10%,4/1/2015,12/31/9999,-75,500149,"Yum Tools, LLC"
V,ZRSA,SYCF,1,1119,Royalty % Licensr1,YTO,YUM TOOLS OPEN HOLE CUT GRATE SYSTEM 5%,4/1/2015,12/31/9999,-75,500149,"Yum Tools, LLC"
V,ZRSA,SYCF,1,1159,Royalty % Licensr1,JSD,JETTE SCHEIB DESIGN 5%,4/1/2015,12/31/9999,-50,500148,Jette Scheib Design
V,ZRSA,SYCF,1,1181,Royalty % Licensr1,WPP,DO NOT USE - USE MG5 WPH,4/1/2015,12/31/9999,-50,500129,Wishlist
V,ZRSA,SYCF,1,1181,Royalty % Licensr1,WPH,WISHLIST - PEN AND PENCIL HOLDERS,4/1/2015,12/31/9999,-50,500129,Wishlist
V,ZRSA,SYUS,1,830,Royalty % Licensr1,KAH,KITCHENAID-HANTOVER EMPTY BLOCKS,4/1/2015,12/31/9999,-75,500021,Hantover
V,ZRSA,SYUS,1,830,Royalty % Licensr1,HAT,DO NOT USE - USE MG5 HAE,4/1/2015,12/31/9999,-75,500021,Hantover
V,ZRSA,SYUS,1,830,Royalty % Licensr1,HAE,HANTOVER - EMPTY BLOCKS,4/1/2015,12/31/9999,-75,500021,Hantover
V,ZRSA,SYUS,1,843,Royalty % Licensr1,MAG,MAGLID,4/1/2015,12/31/9999,-60,500032,Kresak Trading LTD
V,ZRSA,SYUS,1,1215,Royalty % Licensr1,190,KEW GARDENS,4/1/2015,12/31/9999,-75,500193,Kew Gardens
V,ZRSA,SYUS,1,1217,Royalty % Licensr1,88,VICTORIA & ALBERT,4/1/2015,12/31/9999,-75,500194,Victoria & Albert
V,ZRSA,SYCF,1,947,Royalty % Licensr1,AU3,ALVARO URIBE - SAVORA & BUILT 3%,4/1/2015,12/31/9999,-75,500151,Alvaro Uribe
V,ZRSA,SYCF,1,947,Royalty % Licensr1,ALV,ALVARO URIBE DESIGN 2%,4/1/2015,12/31/9999,-75,500151,Alvaro Uribe
V,ZRSA,SYCF,1,1108,Royalty % Licensr1,SNA,SNACK TAPE - STAYSEAL,4/1/2015,12/31/9999,-75,500048,StaySeal
V,ZRSA,SYCF,1,1147,Royalty % Licensr1,HDR,HEATHER ALSTEAD DESIGN - RETAIL,4/1/2015,12/31/9999,-50,500121,Heather Alstead Design
V,ZRSA,SYCF,1,1175,Royalty % Licensr1,STO,SIBYLLE STOECKLI,4/1/2015,12/31/9999,-50,500106,Sibylle Stoeckli
V,ZRSA,SYCF,1,1218,Royalty % Licensr1,88,VICTORIA & ALBERT,4/1/2015,12/31/9999,-75,500194,Victoria & Albert
V,ZRSA,SYCF,1,1233,Royalty % Licensr1,GI1,GENUS INCORPORATED 5%,8/11/2015,12/31/9999,-75,500202,"Genus, Incorporated"
V,ZRSA,SYUS,1,1234,Royalty % Licensr1,RW7,RAYMOND WAITES DESIGN LLC 6%,8/13/2015,12/31/9999,-75,500203,"Raymond Waites Design, LLC"
V,ZRSA,SYCF,1,1237,Royalty % Licensr1,DE3,DESIGNRT SAVORA & BUILT 3%,4/1/2015,12/31/9999,-75,500207,"Designrt, Inc."
V,ZRSA,SYUS,1,1219,Royalty % Licensr1,EI1,ENTREX INCORPORATED F&F 5%,4/1/2015,12/31/9999,-50,500195,EntreX Incorporated
V,ZRSA,SYUS,1,1220,Royalty % Licensr1,EI1,ENTREX INCORPORATED F&F 5%,4/1/2015,12/31/9999,-50,500195,EntreX Incorporated
V,ZRSA,SYUS,1,1221,Royalty % Licensr1,SH1,SANCHO HEMELSOEN F&F 5%,4/1/2015,12/31/9999,-50,500086,Sancho Hemelsoen
V,ZRSA,SYUS,1,1222,Royalty % Licensr1,SH1,SANCHO HEMELSOEN F&F 5%,4/1/2015,12/31/9999,-50,500086,Sancho Hemelsoen
V,ZRSA,SYUS,1,803,Royalty % Licensr1,AU3,ALVARO URIBE - SAVORA & BUILT 3%,4/1/2015,12/31/9999,-75,500151,Alvaro Uribe
V,ZRSA,SYUS,1,803,Royalty % Licensr1,ALV,ALVARO URIBE DESIGN 2%,4/1/2015,12/31/9999,-75,500151,Alvaro Uribe
V,ZRSA,SYUS,1,810,Royalty % Licensr1,CYW,Snap Hook (Snap N Hang),4/1/2015,12/31/9999,-75,500005,Chiao Ying Wen
V,ZRSA,SYUS,1,810,Royalty % Licensr1,CYK,SNAP HOOK KA BRANDED,4/1/2015,12/31/9999,-75,500005,Chiao Ying Wen
V,ZRSA,SYUS,1,816,Royalty % Licensr1,CUR,CURTIS LICENSING 2%,4/1/2015,12/31/9999,-75,500172,Curtis Licensing
V,ZRSA,SYUS,1,828,Royalty % Licensr1,GPD,Gerald Patrick Designs,4/1/2015,12/31/9999,-75,500019,Geral Patrick Design
V,ZRSA,SYUS,1,876,Royalty % Licensr1,MAB,DO NOT USE - USE MG5 A2I,4/1/2015,12/31/9999,0,500060,Lou Henry
V,ZRSA,SYUS,1,876,Royalty % Licensr1,LH5,A21 -SPAGHETTABOUTIT 7%,4/1/2015,12/31/9999,0,500060,Lou Henry
V,ZRSA,SYUS,1,876,Royalty % Licensr1,LH4,DO NOT USE - USE MG5 A2I,4/1/2015,12/31/9999,0,500060,Lou Henry
V,ZRSA,SYUS,1,876,Royalty % Licensr1,LH3,DO NOT USE - USE MG5 A2I,4/1/2015,12/31/9999,0,500060,Lou Henry
V,ZRSA,SYUS,1,876,Royalty % Licensr1,LH2,DO NOT USE - USE MG5 A2I,4/1/2015,12/31/9999,0,500060,Lou Henry
V,ZRSA,SYUS,1,876,Royalty % Licensr1,LH1,DO NOT USE - USE MG5 A2I,4/1/2015,12/31/9999,0,500060,Lou Henry
V,ZRSA,SYUS,1,876,Royalty % Licensr1,A2I,LOU HENRY,4/1/2015,12/31/9999,0,500060,Lou Henry
V,ZRSA,SYCF,1,948,Royalty % Licensr1,AHV,Anne Hursky de Vassel,4/1/2015,12/31/9999,-75,500000,Anne Hursky De Vassal
V,ZRSA,SYUS,1,1240,Royalty % Licensr1,BD1,BARI J DESIGNS LLC 2%,7/27/2015,12/31/9999,-75,500213,"Bari J. Designs, LLC"
V,ZRSA,SYCF,1,1237,Royalty % Licensr1,DAN,DESIGNRT-NEIL COHEN 2%,4/1/2015,12/31/9999,-75,500207,"Designrt, Inc."
